,yaw_0,yaw_1,yaw_2,yaw_3,yaw_4,yaw_5,yaw_6,yaw_7,yaw_8,yaw_9,yaw_10,yaw_11,yaw_12,yaw_13,yaw_14,yaw_15,yaw_16,yaw_17,yaw_18,yaw_19,yaw_20,yaw_21,yaw_22,yaw_23,yaw_24,yaw_25,yaw_26,yaw_27,yaw_28,yaw_29,pitch_0,pitch_1,pitch_2,pitch_3,pitch_4,pitch_5,pitch_6,pitch_7,pitch_8,pitch_9,pitch_10,pitch_11,pitch_12,pitch_13,pitch_14,pitch_15,pitch_16,pitch_17,pitch_18,pitch_19,pitch_20,pitch_21,pitch_22,pitch_23,pitch_24,pitch_25,pitch_26,pitch_27,pitch_28,pitch_29,row_0,row_1,row_2,row_3,row_4,row_5,row_6,row_7,row_8,row_9,row_10,row_11,row_12,row_13,row_14,row_15,row_16,row_17,row_18,row_19,row_20,row_21,row_22,row_23,row_24,row_25,row_26,row_27,row_28,row_29,gesture
300,-158.71,-158.67,-158.46,-157.47,-156.7,-155.86,-155.55,-158.36,-161.09,-167.14,-172.75,-179.41,175.51,170.79,167.96,166.19,166.21,167.49,169.78,174.91,179.01,-174.77,-170.87,-166.24,-163.79,-161.66,-161.1,-162.08,-163.82,-167.01,37.4,37.33,37.28,37.58,37.48,36.18,35.36,34.01,33.89,34.05,33.49,32.33,30.13,25.9,21.39,16.34,13.23,9.65,6.97,4.79,3.91,3.91,5.48,8.92,11.47,15.09,17.9,21.6,24.06,27.25,-118.55,-118.37,-118.08,-116.56,-115.64,-114.24,-112.75,-112.74,-113.52,-116.94,-120.36,-125.05,-128.12,-129.88,-130.66,-131.22,-132.15,-133.76,-135.61,-135.83,-135.29,-133.89,-133.08,-131.39,-129.74,-126.93,-125.46,-124.64,-124.47,-124.96,clock
301,-147.49,-147.39,-147.37,-147.26,-147.61,-148.83,-150.64,-153.66,-159.43,-164.26,-171.33,-175.63,179.25,176.47,173.72,173.23,174.06,175.46,178.55,-178.94,-174.8,-171.93,-167.59,-164.57,-161.35,-159.95,-159.31,-159.69,-161.05,-162.48,45.25,45.17,45.08,44.67,43.09,41.95,40.28,39.09,37.89,36.51,34.08,31.81,27.56,24.37,18.97,14.72,9.23,6.69,4.93,4.59,4.99,5.59,7.77,10.3,15.07,19.23,25.57,28.44,32.3,34.24,-129.94,-129.63,-128.9,-128.1,-126.68,-126.29,-128.0,-130.22,-132.62,-134.96,-136.67,-137.1,-137.66,-138.01,-138.39,-137.68,-137.15,-137.55,-139.2,-140.6,-142.28,-142.81,-142.63,-141.95,-140.68,-139.76,-138.22,-137.28,-136.19,-135.93,clock
302,-136.06,-137.76,-140.18,-144.14,-147.85,-153.7,-158.52,-164.51,-168.18,-173.0,-175.04,-177.6,-178.3,-178.03,-176.79,-174.13,-171.37,-166.16,-162.12,-156.5,-152.73,-148.92,-146.75,-145.23,-145.07,-145.84,-146.66,-147.83,-148.78,-149.99,49.45,49.15,49.14,49.55,50.09,50.41,49.7,47.99,45.97,42.22,39.34,35.33,32.27,28.34,25.58,22.19,20.3,19.03,19.38,22.13,25.35,30.1,33.04,37.22,39.71,42.65,44.6,46.66,48.03,49.52,-111.15,-112.21,-113.75,-116.41,-119.07,-123.96,-128.42,-134.15,-137.85,-142.8,-144.85,-148.2,-149.6,-151.11,-151.57,-152.03,-151.84,-150.75,-149.29,-147.23,-145.14,-142.37,-139.85,-136.72,-134.45,-132.06,-130.82,-129.22,-128.49,-127.68,clock
303,-131.21,-131.86,-134.29,-137.61,-144.24,-149.07,-155.86,-160.57,-166.87,-171.0,-174.81,-177.08,-178.61,-178.51,-177.12,-175.17,-171.94,-168.58,-164.08,-160.61,-155.5,-151.56,-146.68,-143.88,-140.53,-138.73,-136.96,-136.0,-135.07,-134.71,54.3,54.58,54.98,55.44,55.96,55.68,54.27,52.73,49.51,46.63,42.53,39.18,34.81,31.82,28.1,25.82,24.13,23.46,23.61,24.65,27.17,29.25,31.95,33.7,36.0,38.03,40.63,42.66,45.45,47.09,-116.43,-116.8,-118.18,-120.52,-125.57,-129.39,-134.71,-138.65,-144.21,-148.08,-151.92,-154.58,-157.54,-158.73,-159.0,-159.01,-158.77,-158.18,-156.49,-154.91,-152.09,-149.22,-144.64,-141.48,-136.82,-134.01,-130.41,-128.13,-124.97,-123.14,clock
304,-154.81,-154.41,-154.13,-153.59,-153.12,-153.88,-155.96,-162.19,-167.14,-173.89,-178.7,175.78,172.46,170.68,171.43,174.06,176.87,-178.11,-174.0,-168.9,-165.38,-161.68,-159.39,-157.8,-157.76,-159.44,-161.24,-164.19,-166.65,-169.73,39.96,39.98,40.2,40.56,40.3,39.35,39.54,37.87,35.85,31.46,27.53,22.09,17.18,11.65,8.05,4.54,2.65,1.37,0.97,1.53,2.3,4.61,7.57,12.73,16.96,22.54,25.72,28.71,29.8,30.26,-131.55,-130.01,-129.21,-126.65,-125.09,-123.32,-124.0,-127.24,-129.46,-130.83,-131.41,-132.27,-132.69,-132.88,-132.65,-133.0,-133.56,-134.92,-135.63,-136.41,-136.17,-135.83,-135.2,-133.56,-132.33,-131.25,-130.73,-130.36,-130.91,-132.22,clock
305,-154.33,-153.72,-153.09,-152.22,-150.93,-150.41,-151.93,-159.69,-166.84,-178.27,175.94,168.7,164.68,161.16,159.51,159.13,160.22,163.66,167.92,174.6,179.64,-173.71,-169.18,-165.02,-163.16,-162.27,-162.5,-163.73,-165.0,-167.81,53.54,52.61,51.78,49.34,46.41,41.3,38.33,35.91,35.29,33.79,32.47,29.83,27.53,23.86,20.52,16.6,13.53,9.93,7.43,5.95,5.81,7.19,9.79,14.55,18.35,23.46,27.24,32.3,35.41,39.08,-128.16,-126.81,-125.62,-123.97,-121.12,-116.93,-113.44,-115.62,-117.74,-121.92,-123.9,-126.76,-129.01,-130.7,-131.55,-132.29,-132.41,-132.66,-132.93,-133.37,-133.55,-132.71,-131.41,-129.4,-127.43,-124.72,-123.13,-121.49,-120.94,-121.65,clock
306,-133.98,-133.62,-136.66,-141.77,-151.47,-158.75,-166.05,-170.56,-175.4,-176.62,-176.7,-176.28,-174.98,-174.08,-172.49,-170.64,-166.39,-162.41,-155.78,-151.08,-146.05,-142.93,-139.13,-137.0,-134.86,-133.98,-134.17,-134.87,-135.89,-137.22,54.1,53.89,54.22,55.27,55.5,54.06,50.23,47.2,41.88,38.28,33.6,30.67,26.9,24.85,22.87,22.34,22.37,22.9,24.52,26.41,30.51,33.72,38.19,40.97,43.84,45.56,48.1,49.55,50.53,51.47,-122.55,-121.75,-123.27,-127.38,-136.2,-142.5,-148.56,-152.83,-158.23,-160.04,-161.25,-161.9,-162.45,-162.83,-163.71,-163.85,-162.76,-161.01,-157.34,-154.18,-150.01,-146.64,-141.05,-136.92,-131.74,-128.09,-125.38,-124.5,-122.08,-121.58,clock
307,-152.46,-153.09,-153.81,-154.97,-154.68,-155.42,-157.34,-161.27,-165.45,-171.97,-177.64,176.15,172.09,168.06,166.22,165.77,167.74,173.52,178.23,-174.47,-171.26,-167.4,-165.96,-165.28,-165.8,-167.84,-170.63,-174.54,-176.94,-179.52,48.22,46.8,45.62,43.84,42.0,39.29,38.36,38.99,39.49,38.56,36.95,34.04,30.79,25.7,21.72,15.48,12.17,9.1,8.57,9.07,10.31,15.43,19.36,25.26,28.92,32.75,34.91,36.9,37.58,37.93,-137.39,-136.75,-136.37,-134.92,-131.93,-128.12,-125.87,-125.79,-126.13,-126.68,-128.55,-130.42,-131.09,-131.71,-132.71,-134.1,-134.88,-136.44,-136.82,-136.55,-136.03,-135.26,-134.39,-132.61,-131.53,-130.51,-130.62,-131.56,-132.41,-133.32,clock
308,-147.38,-147.25,-147.02,-146.77,-146.44,-146.71,-150.27,-155.09,-162.34,-167.38,-174.24,-178.13,178.21,176.62,175.93,176.68,179.68,-176.72,-171.25,-166.95,-161.13,-158.06,-155.36,-154.5,-154.89,-156.06,-159.02,-161.49,-164.88,-166.3,49.33,49.24,49.22,49.28,48.64,48.39,45.68,44.0,41.42,38.56,34.12,30.94,25.07,19.92,15.28,12.2,8.25,6.13,4.89,4.75,6.39,8.98,13.97,17.75,23.25,26.79,30.73,32.85,34.91,35.39,-136.35,-136.04,-135.78,-134.79,-130.98,-128.33,-129.33,-131.65,-133.91,-135.22,-137.08,-138.17,-138.06,-137.11,-137.24,-137.14,-136.8,-136.89,-137.25,-137.29,-137.06,-136.53,-135.24,-133.94,-132.01,-130.93,-130.28,-130.75,-132.1,-132.62,clock
309,-149.2,-148.68,-148.09,-147.23,-146.33,-146.61,-146.9,-150.12,-153.95,-163.33,-169.55,-178.83,175.6,169.68,166.57,163.08,162.33,164.44,167.56,173.06,178.77,-174.04,-169.08,-164.48,-162.6,-161.6,-162.06,-164.65,-166.96,-171.29,48.2,47.74,47.4,46.83,46.91,47.07,47.29,46.06,44.73,42.93,42.16,39.28,36.61,32.39,29.1,23.04,18.35,13.04,10.32,8.9,8.46,8.9,10.73,14.82,18.64,24.48,28.26,32.91,35.91,39.25,-121.27,-120.27,-118.92,-116.53,-114.54,-113.17,-111.74,-114.42,-116.0,-119.98,-121.63,-125.41,-128.5,-130.33,-131.32,-133.0,-133.74,-134.03,-135.33,-137.07,-137.47,-136.26,-134.84,-132.61,-131.44,-128.74,-127.11,-125.6,-125.13,-126.27,clock
310,-145.32,-145.25,-145.25,-144.8,-144.6,-145.62,-146.8,-150.55,-154.21,-160.98,-165.99,-173.0,-177.12,178.89,177.19,177.22,178.54,-178.12,-175.22,-170.5,-166.63,-162.42,-159.06,-154.93,-152.49,-150.18,-149.47,-149.8,-150.81,-153.11,40.97,40.83,40.72,40.82,40.23,39.04,38.34,36.0,34.56,31.56,28.58,23.54,19.44,13.35,8.72,3.69,0.83,-1.5,-2.34,-2.81,-2.32,-1.01,0.85,3.89,6.33,10.33,13.46,18.68,21.82,25.52,-131.97,-131.73,-131.49,-128.75,-126.71,-124.56,-124.35,-123.99,-124.63,-125.77,-126.38,-127.03,-126.8,-126.12,-125.59,-125.67,-126.04,-127.23,-128.24,-129.63,-130.19,-130.79,-131.3,-131.12,-130.32,-128.76,-127.44,-125.87,-125.01,-124.13,clock
311,-150.14,-149.85,-149.46,-148.75,-148.62,-149.79,-151.98,-156.44,-160.68,-166.69,-170.92,-176.48,180.0,176.95,176.13,176.9,178.34,-178.53,-175.25,-169.6,-165.36,-159.12,-155.1,-151.93,-150.81,-150.93,-151.89,-154.18,-156.83,-160.42,37.86,37.96,37.57,37.67,37.22,35.4,34.06,32.49,30.92,27.84,25.07,20.34,16.42,10.83,6.98,1.09,-1.92,-4.5,-5.15,-5.13,-4.1,-1.24,1.62,6.02,9.89,15.47,19.16,23.13,25.67,28.11,-127.43,-126.93,-125.98,-122.55,-120.79,-120.51,-121.17,-121.92,-122.18,-122.42,-122.64,-122.46,-122.03,-121.81,-121.46,-121.0,-121.06,-122.16,-123.06,-124.49,-125.5,-126.33,-126.07,-124.95,-123.56,-122.01,-121.16,-120.34,-120.13,-120.88,clock
312,-148.55,-148.43,-148.11,-147.66,-147.21,-148.33,-152.88,-158.31,-164.53,-168.99,-175.54,179.11,173.81,171.2,169.76,169.85,172.13,174.84,-179.63,-175.02,-168.89,-165.13,-161.22,-159.22,-158.04,-158.14,-159.94,-161.68,-164.7,-167.95,53.03,52.89,52.95,52.75,52.54,52.5,51.78,49.82,46.49,44.06,39.82,36.21,31.0,26.76,20.56,16.99,12.48,10.7,9.17,8.72,8.87,10.35,14.19,17.86,22.49,26.78,31.64,34.87,38.33,40.25,-138.67,-138.41,-137.74,-136.13,-132.64,-129.99,-130.35,-132.58,-135.27,-136.45,-138.3,-141.0,-142.43,-142.67,-141.59,-141.12,-141.05,-141.75,-142.61,-143.04,-141.97,-140.83,-139.7,-138.11,-136.16,-134.33,-133.2,-132.36,-132.34,-133.8,clock
313,-143.68,-141.94,-141.07,-141.08,-142.32,-147.69,-153.17,-162.45,-168.94,-174.97,-178.4,178.62,178.01,179.45,-178.36,-173.62,-168.92,-162.0,-158.02,-153.44,-151.67,-150.9,-150.43,-149.8,-150.69,-152.93,-154.66,-158.07,-160.56,-163.21,50.78,50.7,50.28,49.18,49.69,51.25,51.49,50.42,48.75,44.61,40.39,34.71,30.25,25.13,22.47,19.76,18.04,17.23,18.76,24.01,30.17,39.28,43.57,47.23,49.03,50.55,51.23,51.74,51.81,51.45,-126.06,-123.99,-122.69,-121.44,-122.11,-126.33,-130.59,-138.53,-144.98,-151.51,-155.35,-159.32,-160.87,-161.58,-161.59,-160.96,-159.33,-157.24,-156.29,-153.94,-152.27,-150.75,-148.86,-145.22,-143.87,-142.7,-141.87,-142.06,-142.76,-143.21,clock
314,-141.16,-141.19,-141.44,-141.46,-141.01,-140.71,-139.78,-139.92,-143.45,-147.09,-153.06,-157.44,-163.85,-167.25,-171.71,-173.66,-174.19,-173.35,-170.6,-167.88,-163.45,-159.97,-155.01,-151.69,-148.21,-146.89,-146.49,-147.09,-149.15,-151.14,42.65,42.57,42.53,42.39,42.5,42.0,41.89,41.42,39.92,39.03,37.14,35.38,31.62,28.81,24.0,20.71,15.46,12.07,7.98,5.99,4.74,4.9,6.11,7.97,12.55,16.08,21.15,24.28,28.12,30.29,-130.37,-130.4,-130.67,-130.4,-129.15,-128.48,-127.27,-127.14,-128.38,-129.7,-131.39,-132.36,-134.28,-134.78,-135.81,-136.49,-136.33,-136.02,-135.95,-135.92,-136.19,-136.4,-135.77,-134.72,-133.58,-132.51,-130.76,-129.6,-128.88,-129.03,clock
315,-157.6,-157.55,-157.41,-157.06,-156.9,-157.58,-160.54,-163.95,-169.09,-173.06,-178.13,178.61,174.72,172.83,171.44,171.43,172.41,174.12,177.63,-179.42,-175.12,-172.03,-167.98,-165.51,-162.39,-160.95,-159.91,-159.87,-160.54,-161.71,41.34,41.47,41.6,40.73,39.06,37.5,35.84,34.72,32.81,31.08,27.79,25.22,20.72,17.19,12.32,8.66,3.66,0.83,-1.96,-2.79,-2.86,-2.27,-0.55,1.63,6.35,10.05,15.54,18.97,23.4,25.66,-133.75,-133.36,-132.34,-130.76,-128.64,-127.68,-128.28,-129.3,-130.82,-131.91,-132.73,-133.23,-133.25,-132.87,-132.09,-131.47,-130.95,-131.32,-132.01,-132.9,-133.97,-134.71,-135.54,-135.96,-135.78,-135.33,-134.75,-134.32,-133.26,-132.91,clock
316,-142.87,-142.91,-142.96,-142.75,-142.5,-141.33,-142.25,-144.59,-147.33,-153.3,-157.53,-163.73,-167.92,-172.67,-175.26,-177.37,-177.95,-177.63,-176.63,-173.9,-170.87,-165.49,-161.58,-156.2,-153.01,-149.37,-147.86,-147.31,-147.83,-149.6,42.67,42.46,42.32,42.48,42.44,42.38,41.6,40.83,40.77,39.71,38.24,35.6,32.99,29.04,26.06,21.15,17.64,12.55,9.88,7.12,5.84,4.8,4.97,6.58,8.64,13.13,16.92,22.53,25.9,29.69,-133.26,-133.04,-132.85,-132.01,-131.22,-129.42,-129.75,-130.36,-131.35,-133.28,-134.33,-136.25,-137.71,-138.49,-138.7,-137.63,-136.39,-134.91,-134.77,-134.89,-135.08,-135.42,-135.64,-135.79,-135.5,-134.49,-133.41,-131.89,-130.78,-129.49,clock
317,-159.92,-159.68,-159.36,-159.02,-158.71,-159.15,-160.44,-163.72,-170.86,-177.36,175.14,170.61,164.97,161.9,160.14,160.25,163.13,166.3,172.32,176.84,-176.68,-172.39,-168.53,-166.79,-165.66,-165.95,-167.52,-169.0,-171.88,-174.51,50.19,49.92,49.47,49.08,47.07,45.37,43.67,42.84,41.05,39.0,35.18,32.83,28.1,24.11,18.74,15.42,11.64,9.9,8.41,8.13,9.44,11.7,15.54,18.8,23.62,26.93,31.52,34.5,37.84,39.6,-135.07,-134.68,-134.02,-133.11,-131.15,-130.15,-129.47,-129.73,-131.5,-134.22,-136.61,-137.92,-139.39,-140.28,-140.26,-140.81,-141.28,-141.4,-142.65,-143.56,-142.47,-140.9,-138.53,-136.44,-133.6,-131.93,-130.23,-129.51,-129.92,-131.73,clock
318,-154.55,-154.86,-155.04,-154.95,-154.59,-152.57,-153.08,-153.68,-156.27,-161.9,-166.96,-174.5,179.99,174.4,171.64,169.94,170.87,173.75,176.78,-177.85,-173.42,-168.18,-164.69,-160.32,-158.85,-158.68,-159.42,-161.73,-164.22,-167.52,45.22,45.15,44.91,44.73,44.73,44.76,43.17,42.03,42.02,40.96,38.89,35.31,31.85,25.76,20.95,13.65,8.85,4.71,3.23,2.62,3.34,5.54,8.04,13.77,18.61,23.93,26.99,30.43,32.77,34.98,-132.18,-132.16,-132.33,-131.8,-130.88,-128.05,-128.78,-128.84,-130.2,-132.61,-134.1,-136.37,-138.08,-138.1,-138.01,-138.18,-137.71,-137.94,-138.81,-140.16,-141.06,-141.4,-141.31,-140.38,-139.79,-138.53,-137.62,-136.58,-136.78,-137.84,clock
319,-156.41,-156.25,-156.0,-155.79,-155.73,-157.18,-158.42,-162.24,-165.92,-174.48,179.5,171.11,166.65,162.55,161.48,161.76,163.98,170.14,176.58,-174.42,-167.56,-161.35,-158.25,-156.48,-156.62,-158.79,-161.84,-165.68,-168.81,-172.71,45.8,45.72,45.78,46.18,46.04,43.82,41.95,41.2,41.53,41.2,40.58,37.46,33.1,26.67,22.41,16.04,12.34,8.97,8.04,8.01,9.33,13.21,17.44,22.78,27.13,32.28,35.78,39.22,40.88,42.14,-135.11,-134.96,-134.24,-132.69,-131.67,-129.78,-129.28,-129.61,-130.18,-132.79,-134.61,-137.37,-137.73,-135.94,-133.81,-132.97,-133.8,-135.16,-136.34,-136.66,-135.6,-134.44,-132.92,-130.01,-127.7,-126.07,-126.19,-126.81,-127.69,-129.5,clock
320,-139.43,-139.09,-138.89,-138.57,-137.9,-138.11,-141.77,-145.67,-152.61,-157.89,-164.89,-169.93,-174.94,-178.2,178.62,177.37,177.64,179.42,-176.21,-172.21,-165.97,-161.63,-155.04,-150.93,-146.82,-145.17,-144.74,-145.52,-148.11,-150.78,47.09,46.57,46.31,46.41,46.13,45.98,44.38,43.21,41.76,40.74,38.31,36.17,32.45,28.4,23.08,18.28,12.34,9.2,6.64,5.33,5.05,6.04,8.62,11.1,15.34,18.89,23.05,26.0,29.45,31.87,-120.52,-119.18,-118.42,-117.1,-114.42,-113.04,-114.0,-115.8,-118.92,-121.15,-122.78,-124.25,-125.27,-125.63,-125.7,-125.65,-125.7,-126.41,-128.34,-129.61,-130.28,-130.38,-129.48,-128.01,-124.87,-122.09,-118.7,-116.72,-115.26,-114.73,clock
321,-140.72,-141.27,-141.8,-142.36,-143.12,-143.89,-145.51,-149.15,-153.66,-160.52,-165.28,-171.58,-175.47,179.86,177.02,175.34,175.46,177.76,-179.01,-174.09,-169.27,-163.09,-159.18,-154.63,-152.08,-149.97,-149.41,-149.88,-151.23,-153.82,46.4,46.27,46.38,45.64,44.13,43.18,42.84,42.22,41.12,39.8,38.35,35.22,32.64,29.11,25.75,20.47,16.24,10.67,7.72,6.07,6.1,7.6,9.09,11.49,13.6,17.46,20.71,24.89,27.81,30.88,-131.66,-131.27,-130.63,-128.41,-129.38,-129.86,-130.17,-130.96,-132.22,-134.7,-136.25,-137.84,-138.79,-140.5,-141.6,-141.97,-141.61,-140.95,-140.82,-141.4,-141.84,-142.38,-141.97,-140.46,-138.95,-136.87,-135.29,-133.65,-132.37,-131.3,clock
322,-176.05,-176.04,-175.96,-175.99,-175.74,-175.28,-171.97,-168.83,-160.69,-156.48,-148.0,-145.38,-146.81,-149.98,-160.06,-166.26,-178.09,177.98,171.28,169.02,166.29,167.16,173.16,177.21,-171.96,-167.08,-158.54,-155.79,-152.76,-152.01,9.7,9.82,9.88,9.76,10.28,10.34,9.0,8.34,10.45,13.09,21.39,25.35,31.83,33.91,36.7,36.75,33.08,30.37,21.46,16.46,4.84,-0.47,-8.99,-11.26,-11.5,-9.11,-1.66,1.97,9.3,12.71,-143.64,-143.44,-143.27,-143.15,-143.13,-143.26,-143.34,-142.91,-141.3,-140.5,-138.83,-137.27,-136.76,-137.25,-140.42,-142.63,-147.35,-148.32,-147.44,-147.01,-148.1,-148.1,-152.25,-155.61,-162.92,-165.86,-169.51,-170.22,-168.74,-167.89,clock
323,-152.34,-152.29,-151.9,-150.49,-149.15,-147.22,-146.74,-147.86,-151.22,-158.83,-165.25,-173.34,-178.23,176.75,173.7,171.56,171.39,173.17,175.93,-179.05,-175.09,-169.44,-165.79,-161.61,-160.03,-159.17,-159.73,-161.0,-161.93,-163.84,43.24,42.48,42.11,41.98,41.89,41.47,40.92,40.71,40.34,39.81,38.78,37.16,35.34,30.33,26.25,20.89,16.53,12.26,10.04,9.22,9.07,10.48,12.93,17.71,20.85,25.7,28.88,32.11,33.7,34.83,-134.46,-133.56,-132.33,-129.22,-126.86,-122.97,-122.36,-121.91,-122.78,-125.11,-126.98,-130.12,-132.0,-132.22,-132.58,-133.16,-133.32,-133.92,-134.73,-136.87,-137.42,-136.87,-136.5,-135.13,-133.98,-131.92,-131.07,-129.71,-128.48,-127.37,clock
324,-147.48,-146.83,-145.56,-144.71,-144.07,-143.36,-144.81,-148.06,-154.89,-161.39,-171.08,-175.55,177.57,173.68,170.5,169.41,170.61,173.61,178.68,-175.87,-168.69,-163.69,-157.58,-154.5,-152.37,-152.54,-153.91,-156.12,-160.33,-163.53,44.49,44.53,44.1,43.13,42.34,40.95,38.39,38.31,38.79,38.22,36.24,34.86,31.23,28.03,22.8,17.78,12.56,9.21,5.97,3.7,2.8,3.68,7.33,10.86,15.74,19.28,24.27,27.73,31.64,34.07,-117.56,-116.23,-113.06,-110.85,-108.94,-106.86,-105.17,-105.27,-108.11,-111.27,-115.92,-117.08,-120.05,-121.77,-123.5,-124.72,-126.63,-127.6,-128.92,-129.33,-130.47,-129.89,-128.98,-127.33,-125.31,-124.09,-122.56,-122.04,-122.27,-123.06,clock
325,-151.06,-150.94,-150.25,-149.43,-147.04,-145.08,-142.97,-144.45,-148.59,-153.28,-161.38,-166.87,-175.63,179.56,173.44,170.29,167.73,167.59,168.54,170.09,173.73,177.25,-176.83,-172.19,-166.06,-162.56,-159.1,-157.73,-157.72,-158.76,48.31,48.19,47.53,46.97,47.06,46.28,44.94,42.99,41.27,40.63,39.63,39.28,37.08,34.93,30.55,27.07,21.48,18.05,13.33,10.32,8.52,8.0,7.72,7.84,9.13,11.65,16.58,20.07,24.85,27.92,-143.61,-143.35,-142.16,-140.66,-136.55,-133.05,-129.17,-129.34,-129.12,-130.5,-133.79,-135.7,-139.29,-140.84,-142.21,-143.3,-142.91,-141.38,-140.9,-141.55,-142.78,-142.46,-141.5,-140.09,-137.54,-136.29,-134.49,-132.91,-131.51,-131.0,clock
326,-145.02,-144.84,-144.32,-143.1,-142.46,-141.36,-140.86,-144.34,-148.26,-154.31,-159.85,-166.37,-171.02,-176.6,179.82,176.04,174.21,173.48,174.46,178.46,-177.52,-170.8,-166.36,-160.32,-156.41,-151.82,-150.12,-149.13,-149.46,-150.85,47.13,46.78,46.05,45.29,44.63,43.95,44.58,43.24,42.59,42.06,40.98,38.84,36.75,33.29,30.25,25.37,21.5,16.23,12.99,8.88,6.27,4.39,4.55,5.94,7.76,11.43,13.95,17.7,20.54,24.32,-141.08,-140.53,-139.27,-136.48,-135.47,-133.11,-131.52,-133.39,-134.6,-136.51,-138.95,-141.3,-142.89,-145.26,-146.89,-147.29,-147.56,-146.96,-146.63,-146.17,-146.1,-146.18,-146.43,-146.29,-145.61,-143.58,-141.71,-138.47,-136.68,-135.08,clock
327,-171.06,-170.31,-169.7,-168.78,-168.04,-166.13,-165.0,-162.8,-161.95,-161.28,-162.64,-165.58,-169.43,179.4,176.43,171.34,169.43,166.99,166.78,169.78,172.16,179.06,-177.2,-167.96,-163.52,-155.36,-152.44,-149.15,-148.09,-148.66,6.37,7.42,7.97,9.09,9.98,13.18,15.26,19.55,21.45,27.95,30.17,33.96,35.1,32.77,29.89,22.09,18.13,9.41,5.1,-3.98,-7.3,-11.83,-12.45,-10.21,-7.11,1.49,5.99,14.29,18.01,24.23,-148.52,-148.37,-148.13,-147.88,-147.68,-146.79,-146.39,-146.81,-146.45,-146.59,-147.43,-149.18,-151.24,-156.8,-156.79,-153.09,-153.09,-152.88,-153.22,-154.95,-156.16,-160.39,-163.32,-169.26,-171.37,-174.22,-173.85,-171.87,-171.19,-169.99,clock
328,-145.38,-146.2,-146.52,-146.16,-145.09,-144.27,-144.03,-145.65,-149.22,-152.94,-159.88,-164.91,-171.49,-176.08,179.6,178.36,179.33,-178.16,-173.03,-169.01,-163.42,-159.08,-154.21,-151.61,-149.45,-149.06,-149.77,-151.32,-154.36,-156.77,45.21,45.23,45.07,44.92,44.87,43.86,42.36,41.94,41.72,41.29,39.13,37.02,33.21,29.59,24.23,20.01,14.44,10.99,8.15,7.23,7.22,8.28,11.41,14.51,19.29,22.49,26.58,29.27,32.08,33.66,-134.34,-135.2,-135.43,-134.48,-132.69,-131.74,-131.58,-132.56,-134.05,-135.42,-137.49,-139.06,-140.63,-141.95,-143.18,-143.12,-143.3,-143.79,-144.71,-145.35,-145.2,-144.31,-142.83,-141.71,-139.34,-138.03,-135.87,-134.81,-134.62,-134.66,clock
329,-145.29,-145.1,-145.09,-145.46,-146.88,-149.21,-152.97,-156.11,-161.17,-165.66,-171.35,-175.13,-179.9,177.51,175.66,175.64,177.29,179.73,-176.15,-171.83,-165.6,-161.02,-156.21,-153.88,-151.86,-151.32,-151.93,-153.14,-155.61,-157.62,45.88,45.98,45.72,45.32,44.57,43.48,39.94,37.99,36.28,34.61,31.95,29.91,26.09,22.59,17.44,13.24,8.3,5.27,2.29,1.35,1.87,3.24,6.64,9.96,15.47,19.35,24.55,27.69,31.4,33.35,-131.01,-130.43,-129.0,-128.17,-126.97,-127.7,-129.35,-130.11,-131.04,-131.58,-132.3,-132.84,-133.1,-133.03,-132.33,-131.34,-130.59,-130.34,-130.94,-131.85,-132.51,-132.39,-131.74,-131.13,-129.55,-128.01,-126.09,-125.22,-124.5,-124.74,clock
330,-156.85,-156.09,-155.39,-154.78,-155.32,-155.91,-157.27,-159.22,-161.32,-166.02,-169.43,-174.31,-178.2,176.54,173.8,169.67,167.79,166.69,166.8,169.63,172.57,178.0,-177.53,-171.98,-167.9,-162.63,-159.96,-157.82,-157.5,-158.49,43.82,43.97,44.4,45.01,44.32,43.52,42.63,40.75,39.69,37.67,36.31,33.76,31.9,28.83,26.55,20.55,14.78,6.25,0.61,-4.52,-6.28,-7.39,-7.1,-5.51,-3.69,0.06,3.32,9.18,13.52,18.82,-131.13,-128.59,-126.53,-123.59,-123.01,-121.11,-121.8,-122.85,-123.34,-124.29,-124.75,-125.02,-125.77,-126.85,-126.86,-126.35,-124.8,-120.92,-118.77,-117.66,-118.22,-120.26,-122.09,-123.76,-125.06,-125.58,-125.37,-124.76,-124.14,-123.27,clock
331,-158.63,-158.42,-157.99,-157.18,-154.73,-152.35,-151.16,-151.82,-156.6,-161.04,-169.39,-175.93,176.35,172.18,166.9,163.89,162.34,162.77,165.43,169.0,174.91,179.05,-174.75,-171.2,-166.87,-164.75,-163.34,-163.94,-165.66,-168.02,40.89,40.84,40.34,39.65,38.92,37.51,36.05,35.52,35.49,36.2,35.91,34.98,32.76,29.93,25.08,21.33,14.96,10.01,4.53,2.34,0.6,0.27,1.47,3.94,9.45,13.76,19.44,22.66,26.39,29.12,-127.64,-127.34,-126.39,-124.89,-121.57,-117.35,-114.16,-113.32,-113.96,-114.89,-118.19,-121.32,-125.01,-125.87,-127.42,-128.93,-128.85,-129.02,-129.98,-130.4,-131.08,-131.49,-130.68,-131.08,-130.6,-129.9,-128.44,-127.52,-126.53,-126.2,clock
